account length;location code;user id;credit card info save;push status;add to wishlist;desktop sessions;app sessions;desktop transactions;total product detail views;session duration;promotion clicks;avg order value;sale product views;discount rate per visited products;product detail view per app session;app transactions;add to cart per session;customer service calls;churn
148;510;4163915;yes;no;0;219;37;18;88;208;85;203,3;99;9,15;11,1;4;3;0;0
144;408;3393049;no;yes;48;190;32;10;96;123;67;214,2;106;9,64;6,5;2;1,76;2;1
131;415;3617998;no;yes;25;193;33;19;85;226;105;254,2;59;11,44;10,9;6;2,94;2;0
146;510;3554842;yes;no;0;204;35;19;135;219;90;222,7;114;10,02;10,5;6;2,84;3;0
143;415;3876440;no;no;0;172;29;15;97;174;108;188,2;119;8,47;13;4;3,51;2;0
81;415;3692625;no;no;0;198;34;18;93;211;108;193,3;71;8,7;10,4;6;2,81;2;0
48;415;3897073;no;yes;37;212;36;14;115;160;84;144,1;80;6,48;12,2;1;3,29;1;0
86;415;3708463;no;yes;28;222;38;25;74;288;100;240,3;105;10,81;9;2;2,43;1;0
71;415;3627318;no;no;0;198;34;15;108;182;109;281,4;56;12,66;6,7;5;1,81;3;0
145;408;4121194;no;yes;24;148;25;15;90;176;108;252,1;102;11,34;15,6;3;4,21;2;0
137;510;3559508;no;no;0;206;35;11;122;128;102;194,5;84;8,75;8,8;5;2,38;2;0
137;408;3528202;no;no;0;206;35;18;88;209;86;289,9;84;13,05;14,5;4;3,92;2;0
167;510;3355882;no;no;0;208;35;11;88;132;63;255,2;98;11,48;14,1;5;3,81;0;0
89;510;3526976;no;no;0;304;52;22;95;261;114;312,1;89;14,04;5,3;3;1,43;1;1
199;415;3936733;no;yes;34;231;39;19;121;219;99;299,3;94;13,47;8;2;2,16;0;0
132;510;3351838;no;no;0;100;17;11;110;129;80;125,1;124;5,63;9,7;3;2,62;0;0
94;510;3556930;no;no;0;177;30;16;112;194;112;146,7;108;6,6;5,9;4;1,59;1;0
96;415;3875860;no;yes;37;173;29;10;93;120;116;216,1;86;9,72;10,3;5;2,78;5;1
96;510;3432605;no;yes;18;173;29;11;86;133;113;259,5;70;11,68;9,8;3;2,65;1;0
166;510;3506759;no;no;0;204;35;15;115;180;152;216,8;109;9,76;9,5;5;2,57;1;0
74;415;3711514;no;no;0;86;15;21;83;248;67;142,4;85;6,41;10,1;5;2,73;2;0
36;415;3469317;no;no;0;158;27;16;117;184;58;240,4;99;10,82;11,9;1;3,21;0;0
113;415;3984313;no;no;0;216;37;19;129;219;117;207,1;91;9,32;6,6;9;1,78;4;0
94;415;4124399;no;no;0;182;31;17;98;200;88;287,7;114;12,95;6,6;5;1,78;1;0
67;415;3301835;no;no;0;172;29;9;80;110;81;195,4;111;8,79;11,9;4;3,21;2;0
127;415;4161676;no;no;0;267;45;23;106;265;168;207,2;119;9,32;5,9;2;1,59;1;1
121;408;3297347;no;no;0;170;29;30;108;351;68;297;87;13,37;11,2;3;3,02;0;1
158;415;3606868;no;no;0;158;27;25;106;293;114;241,1;89;10,85;9,1;4;2,46;1;0
136;510;4056641;no;no;0;92;16;22;117;254;77;214,1;90;9,63;10,3;10;2,78;1;0
196;415;3932373;no;no;0;234;40;21;109;250;114;173,1;70;7,79;9,1;5;2,46;2;0
113;415;4191714;no;no;0;272;46;23;111;269;118;213,8;105;9,62;8,5;10;2,3;1;1
122;408;3363819;no;no;0;296;50;18;99;215;89;133,9;107;6,03;11,4;3;3,08;4;1
112;510;3413464;no;no;0;194;33;16;101;190;82;183,4;107;8,25;11,4;2;3,08;0;0
209;415;4135310;no;no;0;227;39;22;128;258;92;183,5;74;8,26;8,9;4;2,4;3;0
62;415;3667912;no;no;0;249;42;19;109;220;118;265,7;78;11,96;13,2;2;3,56;1;1
110;415;3998845;no;yes;38;236;40;17;102;196;112;183,5;82;8,26;9,7;6;2,62;1;0
16;510;3682583;no;no;0;206;35;14;69;170;93;220,1;64;9,9;10,9;3;2,94;0;0
73;408;3606309;no;no;0;94;16;24;136;280;122;205;77;9,23;9,8;4;2,65;0;0
128;408;3595890;no;no;0;125;21;17;99;205;107;254,4;111;11,45;18,9;2;5,1;0;0
39;408;3322462;no;no;0;60;10;26;158;306;120;123,9;46;5,58;12,4;3;3,35;1;0
103;415;3819196;no;yes;28;121;21;23;105;270;100;160,5;76;7,22;7,7;4;2,08;2;0
119;415;3293222;no;yes;29;118;20;22;66;257;114;147,6;76;6,64;7,6;3;2,05;3;0
173;510;3635819;no;yes;21;232;40;18;96;212;118;273;102;12,29;5;5;1,35;3;0
128;510;4139269;yes;yes;32;224;38;16;81;189;74;154,9;101;6,97;9,4;2;2,54;2;1
86;510;3307483;no;no;0;176;30;22;79;259;97;287,4;78;12,93;6,2;3;1,67;0;0
114;415;4037775;no;yes;32;125;21;15;79;178;105;232,4;89;10,46;12,9;3;3,48;1;0
104;408;3602479;no;no;0;139;24;22;107;257;113;234,9;74;10,57;10;3;2,7;0;0
148;415;3943791;no;no;0;86;15;21;134;247;92;251,6;91;11,32;11,3;4;3,05;1;0
129;408;3842632;no;no;0;207;35;13;91;155;121;245,1;112;11,03;13,4;5;3,62;3;0
100;510;3598466;no;yes;30;59;10;19;104;220;107;152,3;118;6,85;7,1;3;1,92;0;0
121;408;3318909;no;yes;35;69;12;18;95;209;69;197,4;42;8,88;11,4;4;3,08;1;0
143;408;3595160;no;yes;33;239;41;20;109;236;112;156,3;95;7,03;9,5;4;2,57;1;0
76;510;3309833;no;no;0;198;34;18;130;217;86;188,4;96;8,48;12,5;3;3,38;0;0
158;510;3622314;no;no;0;205;35;20;97;241;77;79,7;108;3,59;14,4;12;3,89;0;0
116;510;3388478;no;no;0;192;33;27;98;313;135;130,2;94;5,86;7,9;2;2,13;3;0
54;415;3875453;no;no;0;273;46;21;83;249;74;197,4;111;8,88;9,5;2;2,57;1;1
86;415;3803437;no;no;0;128;22;17;121;197;93;138,4;152;6,23;12,2;5;3,29;7;1
108;510;3658779;no;no;0;170;29;22;99;264;87;206,3;78;9,28;9,3;4;2,51;0;0
66;510;4072750;no;no;0;201;34;13;95;153;66;233,2;101;10,49;7,5;4;2,03;1;0
151;408;3968265;no;yes;17;215;37;12;97;139;90;169,1;44;7,61;8,6;4;2,32;1;0
99;510;3974304;no;no;0;169;29;23;70;272;77;170,2;104;7,66;10,6;2;2,86;0;0
55;415;3332611;no;no;0;194;33;15;121;177;110;302,8;136;13,63;7;7;1,89;2;0
77;510;4098814;no;no;0;234;40;23;104;267;94;212,7;104;9,57;7,6;3;2,05;2;0
78;408;3365406;no;no;0;225;38;17;67;199;127;175,5;102;7,9;14,6;2;3,94;0;0
89;415;3436940;no;no;0;213;36;15;63;177;71;262,6;126;11,82;9,1;1;2,46;1;1
101;415;3619923;no;no;0;184;31;22;115;256;101;275;145;12,38;10,8;11;2,92;1;0
44;415;3506639;no;yes;34;222;38;14;105;162;85;227,7;62;10,25;14;7;3,78;0;0
98;408;3764300;no;yes;21;65;11;15;98;176;86;244,8;84;11,02;0;0;0;2;0
64;510;3496567;no;yes;37;155;26;7;92;83;103;165,9;99;7,47;13,3;3;3,59;1;0
141;415;3337749;no;no;0;260;44;15;131;179;120;135;119;6,08;7,2;8;1,94;3;0
81;415;4086089;no;yes;33;162;27;10;117;123;90;261,3;101;11,76;12,2;5;3,29;1;0
162;510;3752165;no;no;0;221;38;13;117;155;121;186,7;89;8,4;10,5;11;2,84;1;0
83;415;4006999;no;yes;41;156;27;14;122;162;107;127,6;105;5,74;13,1;5;3,54;3;0
100;510;4207823;no;no;0;107;18;9;63;106;67;243,1;74;10,94;12,8;3;3,46;4;1
59;510;3665241;no;no;0;183;31;17;104;205;95;229,9;100;10,35;11,3;8;3,05;4;0
179;415;4133412;yes;yes;38;220;37;20;78;234;71;237,3;85;10,68;10,1;4;2,73;4;0
79;408;4062752;no;no;0;152;26;15;112;177;132;96,4;87;4,34;5,3;3;1,43;1;0
117;415;3378078;no;no;0;182;31;17;95;205;88;204;82;9,18;14,7;9;3,97;2;0
64;408;4021942;yes;no;0;236;40;19;77;219;85;194,1;97;8,73;13,2;2;3,56;2;1
31;415;3717917;no;no;0;166;28;7;105;79;93;213,7;98;9,62;12,7;2;3,43;1;0
124;408;3436374;yes;no;0;245;42;16;89;189;80;206;114;9,27;11,3;4;3,05;1;0
122;408;3858730;no;yes;23;134;23;19;85;227;132;122,4;96;5,51;8,5;2;2,3;2;0
37;408;3937892;yes;yes;39;150;25;18;122;211;75;114,3;90;5,14;9,2;4;2,48;1;0
90;408;4076748;no;yes;29;150;26;23;109;265;103;178,4;97;8,03;5,8;4;1,57;1;0
159;408;3414463;yes;no;0;257;44;27;53;312;127;183;82;8,24;8,8;6;2,38;1;1
148;415;3512587;no;no;0;124;21;15;83;180;81;253;99;11,39;11,3;6;3,05;0;0
39;415;4219752;no;yes;36;142;24;20;121;232;113;222,1;131;9,99;12;5;3,24;1;0
77;408;3564001;no;no;0;230;39;9;87;103;138;309,6;136;13,93;11,3;3;3,05;2;0
194;408;3289869;no;no;0;162;28;18;88;214;118;192,1;81;8,64;10,9;2;2,94;0;0
154;415;3435709;no;no;0;351;60;18;75;217;94;253,9;100;11,43;10,1;9;2,73;1;1
112;415;3341872;no;no;0;193;33;22;96;264;123;128,6;115;5,79;9,1;3;2,46;4;0
45;415;3501040;no;no;0;78;13;22;127;253;108;255;100;11,48;18;3;4,86;1;0
132;415;3693214;no;no;0;83;14;20;110;232;137;146,7;114;6,6;7,6;5;2,05;1;0
128;415;3856778;no;no;0;196;33;23;99;268;120;164,9;76;7,42;16;2;4,32;0;0
135;415;3837689;no;no;0;202;34;19;81;225;114;204,4;82;9,2;10,3;6;2,78;1;0
56;408;3855722;no;no;0;197;33;19;110;223;102;225,3;91;10,14;10,6;6;2,86;2;0
151;415;3571909;yes;no;0;218;37;10;57;114;88;269,2;95;12,11;12,4;1;3,35;0;1
32;415;3643567;no;no;0;165;28;20;98;230;96;167,3;108;7,53;14,8;2;4;2;0
90;415;4224241;no;no;0;179;30;18;77;211;99;276,9;58;12,46;9,2;6;2,48;2;0
87;415;3702957;no;yes;21;214;36;15;113;180;114;134,5;82;6,05;10,6;5;2,86;0;0
138;415;3296562;no;no;0;171;29;10;87;118;116;187,9;111;8,46;11,2;7;3,02;2;0
79;408;3633515;no;no;0;206;35;18;123;215;108;226,1;106;10,17;6,7;18;1,81;1;0
95;415;3747787;yes;no;0;166;28;24;84;286;112;198,9;89;8,95;11,5;2;3,11;1;1
127;415;3452931;no;no;0;221;38;14;100;161;113;233,1;96;10,49;6,8;4;1,84;2;0
137;510;3735732;no;no;0;242;41;16;118;191;93;218,6;50;9,84;14,7;2;3,97;3;0
97;415;3487437;no;no;0;152;26;13;107;155;96;240;112;10,8;14,7;4;3,97;1;0
149;415;3329460;yes;no;0;176;30;12;87;145;81;249,5;92;11,23;5,7;4;1,54;0;0
117;415;3556531;yes;yes;22;196;33;27;82;323;82;225,6;120;10,15;3,7;5;1;1;0
84;408;3369390;no;no;0;160;27;21;125;247;90;187,9;82;8,46;7,2;4;1,94;2;0
137;415;3468581;no;no;0;230;39;19;113;220;79;204,7;111;9,21;10,7;7;2,89;4;0
99;415;3638824;no;no;0;147;25;23;64;274;99;321,3;98;14,46;8,9;1;2,4;3;0
54;510;3533351;no;no;0;211;36;17;102;205;83;127,8;53;5,75;8,5;5;2,3;1;0
85;415;3604320;no;no;0;102;17;23;95;270;139;148,2;105;6,67;10,7;3;2,89;1;0
150;510;4176252;no;no;0;126;21;20;99;239;73;285,1;100;12,83;10,2;6;2,75;3;0
43;415;3934949;no;no;0;168;29;21;125;244;89;214,7;102;9,66;11,1;2;3;1;0
35;415;4013156;no;no;0;106;18;22;129;258;129;213,1;77;9,59;8,7;3;2,35;0;0
98;415;3386283;no;no;0;207;35;15;92;176;152;232,8;115;10,48;12,4;5;3,35;5;0
112;510;3529017;no;no;0;217;37;17;76;205;100;185,7;91;8,36;9,4;3;2,54;2;0
16;510;4055305;no;no;0;230;39;17;78;206;108;166,2;91;7,48;10,8;2;2,92;0;1
98;415;3769249;no;yes;22;278;47;8;89;93;143;107,6;42;4,84;9,7;5;2,62;0;0
84;408;3397139;no;no;0;139;24;17;102;199;93;204,1;137;9,18;7,8;4;2,11;0;0
94;415;3286011;no;no;0;234;40;24;103;279;109;234,2;121;10,54;2;2;0,54;1;1
84;510;3781303;no;no;0;182;31;11;129;131;112;186,5;118;8,39;8,5;4;2,3;1;0
66;415;4025155;no;no;0;167;28;20;91;230;68;191,7;118;8,63;10,6;5;2,86;1;1
98;415;3335430;no;yes;31;121;21;19;105;219;98;226,7;110;10,2;12;1;3,24;1;0
74;415;3659696;no;no;0;221;38;9;124;111;94;240,1;112;10,8;10,6;3;2,86;0;0
96;408;4104023;no;yes;26;146;25;16;108;192;89;165,1;96;7,43;9,9;2;2,67;1;0
119;510;4117649;no;no;0;223;38;14;122;163;107;160,6;112;7,23;11,2;6;3,02;1;0
73;415;3384065;no;no;0;183;31;21;80;242;115;201,4;100;9,06;7,5;3;2,03;4;0
92;415;4219401;yes;no;0;264;45;14;91;161;115;198,6;73;8,94;9,3;5;2,51;0;0
21;415;3439658;no;no;0;146;25;9;78;110;79;247,4;108;11,13;6,8;7;1,84;0;0
122;510;3325521;no;no;0;157;27;16;134;185;122;197,2;59;8,87;8,5;5;2,3;4;1
133;510;3494369;yes;no;0;127;22;21;108;251;81;135;88;6,08;10,3;3;2,78;1;0
145;415;3514288;no;no;0;188;32;17;110;197;117;167;108;7,52;4,8;4;1,3;2;0
25;408;4225874;no;no;0;179;30;12;90;141;72;203;99;9,14;8,4;5;2,27;2;0
64;415;3962324;no;no;0;97;17;16;80;186;90;189;92;8,5;10,4;6;2,81;2;0
85;415;4165662;no;no;0;260;44;21;85;242;117;168,8;72;7,6;5,4;1;1,46;0;0
126;415;3639663;no;no;0;257;44;17;112;200;90;188,3;122;8,47;7;5;1,89;3;0
76;415;4109477;no;no;0;170;29;11;77;124;87;219,4;92;9,87;10;3;2,7;0;0
113;415;3524418;no;no;0;240;41;24;47;283;110;238,4;88;10,73;8,7;3;2,35;2;1
224;510;3616563;yes;no;0;172;29;14;99;160;103;212,4;102;9,56;5;2;1,35;1;1
117;408;4174404;no;no;0;240;41;15;84;175;106;209,5;93;9,43;9,8;2;2,65;0;0
128;408;3728048;no;yes;34;142;24;17;73;195;79;239,3;81;10,77;16;6;4,32;1;0
115;415;3563646;no;no;0;184;31;28;98;327;73;212,5;106;9,56;7,5;6;2,03;2;0
141;415;3519604;no;yes;28;207;35;22;126;264;126;171,8;124;7,73;9,3;11;2,51;2;0
51;510;3559581;no;no;0;260;44;15;114;176;94;77,2;112;3,47;15,3;1;4,13;1;0
100;415;3965189;no;no;0;204;35;24;122;283;76;197,3;83;8,88;12,5;3;3,38;0;0
96;415;3569187;no;yes;45;249;42;12;124;140;77;263,6;102;11,86;10,3;2;2,78;3;0
112;415;3945537;no;yes;16;222;38;11;110;130;123;200;108;9;11,3;3;3,05;1;0
129;510;4082712;yes;no;0;193;33;16;131;186;101;205,2;130;9,23;10,9;4;2,94;1;0
163;415;4044486;no;no;0;122;21;10;129;113;108;180,2;97;8,11;12,5;7;3,38;1;0
67;415;3551113;no;yes;40;105;18;18;65;216;93;217,4;128;9,78;9,6;9;2,59;1;0
140;408;4114674;no;no;0;173;29;17;91;197;106;209,3;128;9,42;11,2;5;3,02;3;0
49;510;3764519;no;no;0;119;20;23;69;273;92;214,4;153;9,65;12,4;7;3,35;2;0
46;510;3655979;no;no;0;250;43;22;100;261;90;195;104;8,78;13,3;2;3,59;2;1
148;415;3822879;no;no;0;178;30;24;98;283;110;181;98;8,15;11,4;4;3,08;1;0
112;510;4201383;no;no;0;243;41;15;77;182;97;259,2;94;11,66;12,8;2;3,46;1;0
78;415;4117390;no;no;0;155;26;15;106;175;101;155,6;125;7;11,8;5;3,19;2;0
61;408;3838848;no;yes;31;289;49;17;101;204;102;203,2;49;9,14;8,6;3;2,32;0;0
58;510;3879301;no;yes;29;240;41;10;80;119;91;164,2;108;7,39;11,2;3;3,02;1;0
155;415;3993164;no;no;0;190;32;26;123;301;96;214,6;134;9,66;8;3;2,16;1;0
100;510;3858997;no;no;0;278;47;15;76;177;74;219,5;126;9,88;8,3;4;2,24;0;1
113;510;3526573;no;no;0;155;26;28;93;331;106;189,4;123;8,52;13,5;3;3,65;1;0
81;415;4083384;no;no;0;154;26;17;99;198;102;198,5;86;8,93;6,3;2;1,7;2;0
135;510;4196033;no;yes;27;273;46;13;141;154;99;245,8;112;11,06;12,3;6;3,32;1;0
99;408;3362090;no;no;0;155;26;23;93;266;95;145,7;67;6,56;12,4;4;3,35;0;0
59;510;3437242;no;yes;29;133;23;19;114;221;82;131,6;103;5,92;6,8;3;1,84;1;0
135;510;3761713;no;no;0;247;42;16;129;188;121;154,5;109;6,95;12,6;5;3,4;1;0
85;408;3815878;yes;no;0;165;28;17;107;196;126;349,2;110;15,71;9,6;7;2,59;2;0
70;510;3905470;no;no;0;60;10;22;103;257;106;208,3;86;9,37;11,1;6;3;0;0
88;510;4144803;no;no;0;138;24;20;116;236;138;179,1;110;8,06;9,6;4;2,59;3;0
55;510;3825478;no;no;0;287;49;11;100;134;121;192,9;122;8,68;6,9;5;1,86;2;0
75;415;3337637;no;no;0;117;20;17;114;201;61;107,9;82;4,86;12,2;3;3,29;1;0
79;510;3411647;no;yes;21;264;45;17;79;203;118;173,4;92;7,8;6,3;3;1,7;4;0
85;408;4114232;no;no;0;128;22;23;107;271;124;202,2;76;9,1;12,5;5;3,38;0;0
86;408;3392616;no;yes;23;226;38;21;107;246;105;245,7;81;11,06;9,8;2;2,65;0;0
91;510;3273850;no;no;0;149;25;21;115;245;105;260;94;11,7;8,3;3;2,24;0;0
149;415;3287209;no;yes;20;199;34;23;77;274;88;190,7;76;8,58;14,3;9;3,86;1;0
97;408;4056189;no;no;0;256;44;23;125;274;100;222,7;101;10,02;11,1;1;3;1;1
88;415;4186737;no;no;0;265;45;21;124;245;112;160,5;115;7,22;14,8;2;4;1;1
60;415;3662212;no;no;0;98;17;15;88;181;69;223,6;69;10,06;9,3;2;2,51;2;0
54;408;3561420;no;no;0;160;27;22;99;264;64;115,7;70;5,21;9,7;7;2,62;2;0
11;415;3431323;no;yes;28;191;32;19;86;220;122;180,3;80;8,11;6;3;1,62;3;0
109;415;3618239;no;no;0;184;31;10;120;120;119;153,7;86;6,92;11;3;2,97;0;0
90;415;3841621;no;no;0;262;45;19;128;221;104;136,6;91;6,15;9,6;5;2,59;1;0
115;408;3603525;no;no;0;148;25;19;109;228;117;299,7;90;13,49;9,6;9;2,59;3;0
144;415;3923813;no;yes;18;106;18;9;109;108;113;208,4;111;9,38;10,1;5;2,73;1;0
91;408;3376898;no;no;0;134;23;17;75;195;87;280,5;89;12,62;5,9;2;1,59;0;0
105;415;3668036;no;yes;23;194;33;19;85;220;90;272,4;111;12,26;8,5;5;2,3;0;0
71;415;3528327;yes;no;0;178;30;14;113;168;94;182,1;111;8,19;13,6;3;3,67;3;1
132;510;3349505;no;yes;36;226;38;15;103;182;125;258,8;102;11,65;10,5;5;2,84;3;1
112;415;3365702;no;no;0;170;29;17;103;200;71;258,3;100;11,62;11,6;4;3,13;1;0
86;415;3922381;no;yes;32;71;12;14;163;167;121;244,9;105;11,02;11,1;5;3;3;0
41;510;3696880;no;yes;34;194;33;22;63;255;110;160,2;115;7,21;17,2;9;4,64;2;0
44;415;4168697;no;no;0;240;41;14;146;165;83;240,7;106;10,83;10,6;2;2,86;1;0
78;408;3453451;no;no;0;75;13;21;116;249;87;176;83;7,92;9,5;6;2,57;3;0
149;408;3792514;no;no;0;69;12;12;117;136;100;181,7;53;8,18;6,3;3;1,7;1;0
72;510;4186651;no;yes;33;97;16;27;59;315;98;163,3;117;7,35;6,2;4;1,67;4;1
139;415;4213528;no;yes;20;215;36;20;101;235;132;162,8;132;7,33;14,8;12;4;0;0
74;510;3299046;no;no;0;149;25;12;111;147;42;289,2;83;13,01;9,9;6;2,67;3;0
50;510;4063890;no;no;0;258;44;14;106;161;106;225,1;110;10,13;11,7;5;3,16;1;0
141;510;4038904;no;yes;23;150;25;14;112;163;118;220,3;115;9,91;7,6;2;2,05;3;0
140;408;3934086;no;no;0;150;25;14;134;164;98;294,7;124;13,26;8,1;2;2,19;1;0
99;408;4001367;no;no;0;190;32;13;102;158;107;271,5;92;12,22;11,2;4;3,02;2;0
166;408;3779473;no;no;0;181;31;22;108;254;54;112,3;94;5,05;11,6;6;3,13;1;0
124;408;3963068;no;no;0;151;26;16;123;187;104;255,4;93;11,49;5,3;3;1,43;1;0
74;415;3319293;no;no;0;156;26;15;116;174;63;257,4;97;11,58;8,1;4;2,19;0;0
117;510;3471914;no;no;0;150;25;22;95;256;110;212,7;92;9,57;13,3;13;3,59;2;0
85;510;3951962;no;no;0;222;38;20;132;232;101;223,5;75;10,06;11;2;2,97;3;0
36;415;4015485;no;yes;16;149;25;11;111;132;113;132,7;87;5,97;6,7;2;1,81;0;0
102;510;3556560;yes;no;0;234;40;19;103;222;131;146,9;106;6,61;12,8;3;3,46;0;0
76;415;3633911;no;no;0;204;35;25;100;293;139;244,3;105;10,99;10,5;2;2,84;0;0
165;510;3451998;no;no;0;243;41;18;126;210;65;228,4;126;10,28;0;0;0;1;0
130;415;3615277;no;no;0;150;26;20;119;231;99;186,3;76;8,38;12,3;4;3,32;1;0
78;415;3767145;no;no;0;209;36;21;119;252;132;280,2;120;12,61;12,8;7;3,46;0;0
55;415;3752975;yes;no;0;192;33;22;91;256;110;203,7;101;9,17;14,3;6;3,86;1;1
92;415;3768573;yes;no;0;131;22;22;113;261;122;244,2;98;10,99;9,4;2;2,54;2;1
129;415;3667360;no;yes;33;120;20;24;104;279;88;263,4;175;11,85;5,9;2;1,59;2;0
18;408;3477898;no;no;0;274;47;10;93;115;116;250,6;120;11,28;8,2;4;2,21;1;0
161;415;3907328;yes;no;0;156;27;15;114;180;63;179,6;115;8,08;11,1;9;3;2;0
93;415;3565491;no;yes;36;179;30;15;134;179;102;126,8;82;5,71;8;4;2,16;2;0
144;415;3733251;no;no;0;178;30;24;93;287;75;180,5;118;8,12;11,9;3;3,21;2;0
75;408;3431965;yes;no;0;211;36;9;61;106;119;175,9;63;7,92;9,7;4;2,62;4;1
95;415;3788019;no;no;0;175;30;21;91;244;109;75,8;95;3,41;7,5;2;2,03;1;0
126;415;3861548;no;yes;23;114;19;16;102;190;103;240,4;111;10,82;12,6;7;3,4;3;0
124;415;3971649;no;yes;28;251;43;19;104;225;89;251,9;121;11,34;7,5;5;2,03;1;0
93;415;3667247;yes;no;0;217;37;18;61;207;120;221,7;110;9,98;17,5;5;4,73;1;1
109;415;4029691;yes;yes;26;217;37;12;138;146;111;280,7;76;12,63;9,3;3;2,51;0;0
80;510;3349806;no;no;0;206;35;13;97;155;98;263,6;82;11,86;12,4;12;3,35;0;0
41;415;3787733;no;no;0;159;27;11;66;126;75;261,9;76;11,79;11,1;5;3;1;0
136;415;4072248;no;yes;31;143;24;20;88;237;65;227,8;120;10,25;11,4;5;3,08;2;0
92;415;4053916;no;no;0;154;26;28;122;330;88;288;117;12,96;5,6;2;1,51;3;1
143;408;4072081;no;yes;24;187;32;19;69;222;116;234,9;138;10,57;11,6;5;3,13;1;0
118;415;3979148;no;yes;26;171;29;17;114;200;125;169,7;98;7,64;9,6;5;2,59;5;1
193;408;4154857;no;yes;17;124;21;17;102;203;81;205,1;129;9,23;12,3;3;3,32;1;0
73;415;3547314;no;no;0;198;34;24;94;279;101;146,2;87;6,58;14,8;8;4;3;0
62;408;3465611;no;no;0;173;29;17;101;205;97;240,8;90;10,84;9,1;8;2,46;2;0
30;415;3494703;no;yes;30;217;37;18;74;214;86;227,2;104;10,22;6,6;3;1,78;0;0
60;408;4117778;yes;yes;29;266;45;18;113;216;94;108,1;82;4,86;14;12;3,78;0;1
148;510;4211469;no;yes;14;94;16;16;137;194;72;144,9;84;6,52;17,5;5;4,73;1;0
96;510;4205990;no;no;0;98;17;26;100;307;88;182,5;120;8,21;7,6;1;2,05;2;0
52;408;3894780;no;no;0;215;37;13;68;159;138;123,4;114;5,55;9,4;4;2,54;2;0
87;415;3572735;no;no;0;168;29;19;92;225;100;169,5;99;7,63;12,9;3;3,48;1;0
41;408;4094791;no;no;0;203;34;13;97;154;104;113,5;92;5,11;9;3;2,43;3;0
112;415;3805286;no;no;0;261;44;13;108;155;102;130,9;90;5,89;11,6;2;3,13;1;0
88;510;3948402;no;no;0;73;12;14;86;161;82;239,6;76;10,78;8,2;3;2,21;4;1
122;408;3921616;no;yes;27;254;43;19;84;229;109;190,5;123;8,57;9,2;5;2,48;7;0
61;408;3641969;no;no;0;45;8;13;108;151;74;152,9;94;6,88;9,8;6;2,65;2;0
87;510;3904152;no;no;0;231;39;15;105;172;108;67,7;136;3,05;13;6;3,51;1;0
176;408;3677039;no;no;0;47;8;14;125;168;90;163,1;107;7,34;10,5;8;2,84;2;0
30;510;3916607;no;no;0;227;39;16;88;183;100;191,7;134;8,63;12,5;3;3,38;0;0
95;415;3796652;no;yes;22;41;7;11;126;133;90;264,2;91;11,89;11,9;7;3,21;0;0
46;415;3841833;no;no;0;125;21;13;133;157;143;199,3;72;8,97;8,6;4;2,32;2;0
100;510;4032455;yes;no;0;69;12;29;110;337;115;205,2;99;9,23;12,1;9;3,27;0;0
47;415;3911348;no;yes;37;164;28;17;77;203;102;232;87;10,44;7,8;4;2,11;2;0
77;415;4084174;no;no;0;163;28;19;112;219;89;233,4;66;10,5;6,7;3;1,81;2;0
98;415;3664334;no;yes;38;214;36;22;61;253;104;207,7;73;9,35;10,7;5;2,89;2;0
125;415;4065059;no;yes;36;201;34;4;117;42;78;125,7;104;5,66;5,4;3;1,46;1;0
67;510;3736784;no;no;0;310;53;6;97;67;123;246,5;99;11,09;9,2;10;2,48;4;0
194;408;4083532;no;no;0;48;8;24;101;281;138;218,5;87;9,83;18,2;1;4,91;1;0
128;415;3508680;no;yes;40;171;29;12;88;146;109;196,8;93;8,86;14;6;3,78;1;0
190;415;3989870;no;yes;22;167;28;16;93;183;92;121;102;5,44;8,5;3;2,3;0;0
165;415;3433356;no;no;0;217;37;16;126;191;104;224,7;123;10,11;12,4;8;3,35;0;0
59;408;4154609;no;no;0;108;18;18;113;217;125;217,5;92;9,79;9,9;3;2,67;2;0
47;408;4045387;no;yes;28;141;24;14;94;168;108;113,5;84;5,11;7,8;2;2,11;1;0
150;415;4158151;no;yes;29;210;36;13;77;158;52;141,9;113;6,39;6,6;1;1,78;0;0
152;415;4162778;yes;yes;20;238;40;22;120;253;94;265,2;80;11,93;14,2;3;3,83;9;1
26;415;3933300;no;no;0;235;40;18;109;217;129;191,6;94;8,62;3,5;6;0,95;3;0
79;510;3917661;no;yes;31;103;18;21;90;243;135;76,4;92;3,44;12,2;8;3,29;3;0
95;510;3394317;no;yes;27;130;22;21;106;249;90;268;115;12,06;11,9;3;3,21;1;0
69;510;4186455;yes;no;0;280;48;21;90;249;91;171;118;7,69;8,4;10;2,27;2;1
95;510;3783508;yes;yes;41;137;23;17;91;201;61;133,7;67;6,02;10,3;9;2,78;5;1
31;415;3909359;no;yes;31;100;17;21;54;246;97;255;131;11,48;5,9;3;1,59;0;0
121;408;3642495;no;yes;31;237;40;17;63;206;117;196,7;85;8,85;10,1;5;2,73;4;0
111;415;3647719;no;no;0;173;29;16;58;183;108;158,8;104;7,15;7,9;3;2,13;4;1
157;415;4211189;no;no;0;225;38;17;111;201;99;116,6;118;5,25;11,5;2;3,11;2;0
44;510;4198987;no;no;0;288;49;22;112;258;92;192,4;90;8,66;10,2;4;2,75;3;1
61;510;4029980;yes;no;0;78;13;17;103;196;149;108;100;4,86;10,1;6;2,73;2;0
